Date,Close
2020-11-08 00:00:00+00:00,453.5547790527344
2020-11-15 00:00:00+00:00,457.1634085518973
2020-11-22 00:00:00+00:00,501.24488612583707
2020-11-29 00:00:00+00:00,561.9030238560268
2020-12-06 00:00:00+00:00,597.8694893973214
2020-12-13 00:00:00+00:00,569.1223842075893
2020-12-20 00:00:00+00:00,629.5454624720982
2020-12-27 00:00:00+00:00,626.4118129185268
2021-01-03 00:00:00+00:00,775.9642944335938
2021-01-10 00:00:00+00:00,1191.5072195870537
2021-01-17 00:00:00+00:00,1159.7595389229912
2021-01-24 00:00:00+00:00,1285.3617989676338
2021-01-31 00:00:00+00:00,1334.3966761997767
2021-02-07 00:00:00+00:00,1592.9474225725446
2021-02-14 00:00:00+00:00,1786.4885428292412
2021-02-21 00:00:00+00:00,1880.295131138393
2021-02-28 00:00:00+00:00,1539.5045863560267
2021-03-07 00:00:00+00:00,1583.7506103515625
2021-03-14 00:00:00+00:00,1839.9271589006696
2021-03-21 00:00:00+00:00,1803.350620814732
2021-03-28 00:00:00+00:00,1667.064208984375
2021-04-04 00:00:00+00:00,1975.1612025669642
2021-04-11 00:00:00+00:00,2093.0893031529017
2021-04-18 00:00:00+00:00,2343.8201032366073
2021-04-25 00:00:00+00:00,2307.9940011160716
2021-05-02 00:00:00+00:00,2767.394287109375
2021-05-09 00:00:00+00:00,3573.5143694196427
2021-05-16 00:00:00+00:00,3846.6682477678573
2021-05-23 00:00:00+00:00,2677.6211286272323
2021-05-30 00:00:00+00:00,2580.7332938058034
2021-06-06 00:00:00+00:00,2706.2256905691966
2021-06-13 00:00:00+00:00,2488.876046316964
2021-06-20 00:00:00+00:00,2363.584298270089
2021-06-27 00:00:00+00:00,1908.9916294642858
2021-07-04 00:00:00+00:00,2189.4939313616073
2021-07-11 00:00:00+00:00,2193.7444196428573
2021-07-18 00:00:00+00:00,1936.724609375
2021-07-25 00:00:00+00:00,2018.050013950893
2021-08-01 00:00:00+00:00,2396.3179757254466
2021-08-08 00:00:00+00:00,2818.0521065848216
2021-08-15 00:00:00+00:00,3202.195138113839
2021-08-22 00:00:00+00:00,3161.3260323660716
2021-08-29 00:00:00+00:00,3222.708740234375
2021-09-05 00:00:00+00:00,3723.500244140625
2021-09-12 00:00:00+00:00,3453.049630301339
2021-09-19 00:00:00+00:00,3437.3234514508927
2021-09-26 00:00:00+00:00,2982.3309151785716
2021-10-03 00:00:00+00:00,3101.975272042411
2021-10-10 00:00:00+00:00,3518.9247698102677
2021-10-17 00:00:00+00:00,3710.037772042411
2021-10-24 00:00:00+00:00,4009.4963727678573
2021-10-31 00:00:00+00:00,4227.860909598215
2021-11-07 00:00:00+00:00,4526.046107700893
2021-11-14 00:00:00+00:00,4694.0927734375
2021-11-21 00:00:00+00:00,4291.440638950893
2021-11-28 00:00:00+00:00,4195.174386160715
2021-12-05 00:00:00+00:00,4387.641810825893
2021-12-12 00:00:00+00:00,4194.33918108259
2021-12-19 00:00:00+00:00,3896.2092633928573
2021-12-26 00:00:00+00:00,4036.115966796875
2022-01-02 00:00:00+00:00,3780.3884626116073
2022-01-09 00:00:00+00:00,3423.8809640066966
2022-01-16 00:00:00+00:00,3276.172921316964
2022-01-23 00:00:00+00:00,2853.0611397879466
2022-01-30 00:00:00+00:00,2504.9945940290177
2022-02-06 00:00:00+00:00,2842.589111328125
2022-02-13 00:00:00+00:00,3044.3183244977677
2022-02-20 00:00:00+00:00,2900.1064801897323
2022-02-27 00:00:00+00:00,2652.713065011161
2022-03-06 00:00:00+00:00,2787.614013671875
2022-03-13 00:00:00+00:00,2580.8017926897323
2022-03-20 00:00:00+00:00,2792.830740792411
2022-03-27 00:00:00+00:00,3078.809256417411
2022-04-03 00:00:00+00:00,3403.2668805803573
2022-04-10 00:00:00+00:00,3286.2653459821427
2022-04-17 00:00:00+00:00,3035.1875
2022-04-24 00:00:00+00:00,3007.5174386160716
2022-05-01 00:00:00+00:00,2859.586739676339
2022-05-08 00:00:00+00:00,2739.8967633928573
2022-05-15 00:00:00+00:00,2119.878644670759
2022-05-22 00:00:00+00:00,2003.875941685268
2022-05-29 00:00:00+00:00,1856.4002162388392
2022-06-05 00:00:00+00:00,1854.0546003069196
2022-06-12 00:00:00+00:00,1699.5226527622767
2022-06-19 00:00:00+00:00,1132.1421857561384
2022-06-26 00:00:00+00:00,1159.62841796875
2022-07-03 00:00:00+00:00,1100.6499546595983
2022-07-10 00:00:00+00:00,1188.2933698381696
2022-07-17 00:00:00+00:00,1194.9904261997767
2022-07-24 00:00:00+00:00,1557.8318045479912
2022-07-31 00:00:00+00:00,1621.9692557198662
2022-08-07 00:00:00+00:00,1659.7835867745537
2022-08-14 00:00:00+00:00,1869.5561349051338
2022-08-21 00:00:00+00:00,1753.097865513393
2022-08-28 00:00:00+00:00,1581.2167445591517
2022-09-04 00:00:00+00:00,1561.2103794642858
2022-09-11 00:00:00+00:00,1671.6107177734375
2022-09-18 00:00:00+00:00,1519.788609095982
2022-09-25 00:00:00+00:00,1317.5267333984375
2022-10-02 00:00:00+00:00,1322.0325230189733
2022-10-09 00:00:00+00:00,1337.2477329799108
2022-10-16 00:00:00+00:00,1290.3620082310267
2022-10-23 00:00:00+00:00,1312.6854945591517
2022-10-30 00:00:00+00:00,1521.9378836495537
2022-11-06 00:00:00+00:00,1578.424107142857
2022-11-13 00:00:00+00:00,1295.0528390066963
2022-11-20 00:00:00+00:00,1211.849330357143
2022-11-27 00:00:00+00:00,1175.8085763113838
2022-12-04 00:00:00+00:00,1253.8349609375
2022-12-11 00:00:00+00:00,1262.7745535714287
2022-12-18 00:00:00+00:00,1244.5678536551338
2022-12-25 00:00:00+00:00,1211.0522286551338
2023-01-01 00:00:00+00:00,1204.0451834542412
2023-01-08 00:00:00+00:00,1251.0585065569196
2023-01-15 00:00:00+00:00,1431.2567836216517
2023-01-22 00:00:00+00:00,1589.7139195033483
2023-01-29 00:00:00+00:00,1602.3456508091517
2023-02-05 00:00:00+00:00,1628.906703404018
2023-02-12 00:00:00+00:00,1579.3193184988838
2023-02-19 00:00:00+00:00,1635.127650669643
2023-02-26 00:00:00+00:00,1642.7317592075892
2023-03-05 00:00:00+00:00,1607.3621303013392
2023-03-12 00:00:00+00:00,1514.8783656529017
2023-03-19 00:00:00+00:00,1722.4190499441963
2023-03-26 00:00:00+00:00,1766.8129359654017
2023-04-02 00:00:00+00:00,1786.5108991350446
2023-04-09 00:00:00+00:00,1862.5515659877233
2023-04-16 00:00:00+00:00,2007.2603062220983
2023-04-23 00:00:00+00:00,1949.5102713448662
2023-04-30 00:00:00+00:00,1880.4594029017858
2023-05-07 00:00:00+00:00,1893.351318359375
2023-05-14 00:00:00+00:00,1820.1676548549108
2023-05-21 00:00:00+00:00,1814.694056919643
2023-05-28 00:00:00+00:00,1835.5273263113838
2023-06-04 00:00:00+00:00,1888.6598946707588
2023-06-11 00:00:00+00:00,1817.2923409598213
2023-06-18 00:00:00+00:00,1708.8651123046875
2023-06-25 00:00:00+00:00,1851.879638671875
2023-07-02 00:00:00+00:00,1889.2182791573662
2023-07-09 00:00:00+00:00,1892.9141496930804
2023-07-16 00:00:00+00:00,1918.8590262276787
2023-07-23 00:00:00+00:00,1890.7723563058037
2023-07-30 00:00:00+00:00,1865.3883754185267
2023-08-06 00:00:00+00:00,1841.7633579799108
2023-08-13 00:00:00+00:00,1846.1559535435267
2023-08-20 00:00:00+00:00,1739.5685860770088
2023-08-27 00:00:00+00:00,1656.733642578125
2023-09-03 00:00:00+00:00,1662.0812465122767
2023-09-10 00:00:00+00:00,1633.0377546037946
2023-09-17 00:00:00+00:00,1611.2555454799108
2023-09-24 00:00:00+00:00,1608.0098353794642
2023-10-01 00:00:00+00:00,1643.5757359095983
2023-10-08 00:00:00+00:00,1641.9313092912946
2023-10-15 00:00:00+00:00,1559.8289969308037
2023-10-22 00:00:00+00:00,1599.2260044642858
2023-10-29 00:00:00+00:00,1784.7809361049108
2023-11-05 00:00:00+00:00,1836.9871128627233
2023-11-12 00:00:00+00:00,1996.2908238002233
2023-11-19 00:00:00+00:00,1999.0540422712054
2023-11-26 00:00:00+00:00,2044.970458984375
2023-12-03 00:00:00+00:00,2086.5394984654017
2023-12-10 00:00:00+00:00,2311.238351004464
2023-12-17 00:00:00+00:00,2235.227120535714
2023-12-24 00:00:00+00:00,2248.266183035714
2023-12-31 00:00:00+00:00,2300.6515066964284
2024-01-07 00:00:00+00:00,2274.443184988839
2024-01-14 00:00:00+00:00,2493.2688337053573
2024-01-21 00:00:00+00:00,2501.063406808036
2024-01-28 00:00:00+00:00,2256.4398367745534
2024-02-04 00:00:00+00:00,2305.9356515066966
2024-02-11 00:00:00+00:00,2430.1509835379466
2024-02-18 00:00:00+00:00,2767.420654296875
2024-02-25 00:00:00+00:00,2989.3118024553573
2024-03-03 00:00:00+00:00,3357.0334123883927
2024-03-10 00:00:00+00:00,3795.3779296875
2024-03-17 00:00:00+00:00,3833.8298688616073
2024-03-24 00:00:00+00:00,3400.986572265625
2024-03-31 00:00:00+00:00,3558.20068359375
2024-04-07 00:00:00+00:00,3364.3301130022323
2024-04-14 00:00:00+00:00,3379.188302176339
2024-04-21 00:00:00+00:00,3085.9242815290177
2024-04-28 00:00:00+00:00,3194.7122977120534
2024-05-05 00:00:00+00:00,3077.719482421875
2024-05-12 00:00:00+00:00,2975.582693917411
2024-05-19 00:00:00+00:00,3014.5165666852677
2024-05-26 00:00:00+00:00,3752.7688337053573
2024-06-02 00:00:00+00:00,3799.4901297433034
2024-06-09 00:00:00+00:00,3760.0364118303573
2024-06-16 00:00:00+00:00,3551.476004464286
2024-06-23 00:00:00+00:00,3499.285086495536
2024-06-30 00:00:00+00:00,3391.2937360491073
2024-07-07 00:00:00+00:00,3169.214111328125
2024-07-14 00:00:00+00:00,3120.1072823660716
2024-07-21 00:00:00+00:00,3472.8161272321427
2024-07-28 00:00:00+00:00,3318.315185546875
2024-08-04 00:00:00+00:00,3086.8378557477677
2024-08-11 00:00:00+00:00,2522.6780133928573
2024-08-18 00:00:00+00:00,2640.3138253348216
2024-08-25 00:00:00+00:00,2678.250662667411
2024-09-01 00:00:00+00:00,2523.484793526786
2024-09-08 00:00:00+00:00,2367.2546037946427
2024-09-15 00:00:00+00:00,2375.82666015625
2024-09-22 00:00:00+00:00,2461.609200613839
2024-09-29 00:00:00+00:00,2649.6109444754466
2024-10-06 00:00:00+00:00,2433.912911551339
2024-10-13 00:00:00+00:00,2427.7846330915177
2024-10-20 00:00:00+00:00,2640.981515066964
2024-10-27 00:00:00+00:00,2535.8550153459823
2024-11-03 00:00:00+00:00,2547.979561941964
2024-11-10 00:00:00+00:00,2680.345654296875
